#start_time: 2016-11-01-10-54
#end_time: 2016-11-01-20-54
#purpose: small bottle with 3 depth sensor,a0:shallow
#command: python piSide.py -t 600 -s True -p ../data/ -m small bottle with 3 depth sensor,a0:shallow
#time,status,EC5_A0,EC5_A1,EC5_A2,
12:25,2,0,IRRI,0.58,0.35,0.46
12:26,3,0,IRRI,0.51,0.41,0.38
12:27,4,0,IRRI,0.58,0.37,0.44
12:28,5,0,IRRI,0.53,0.37,0.44
12:29,6,0,IRRI,0.54,0.38,0.45
12:30,7,0,IRRI,0.53,0.35,0.45
12:31,8,0,IRRI,0.53,0.41,0.40
12:32,9,0,IRRI,0.51,0.39,0.40
12:33,10,0,IRRI,0.51,0.33,0.37
12:34,11,0,IRRI,0.52,0.35,0.39
12:35,12,0,IRRI,0.50,0.36,0.39
12:36,13,0,IRRI,0.56,0.33,0.40
12:37,14,0,IRRI,0.55,0.38,0.40
12:38,15,0,IRRI,0.58,0.33,0.40
12:39,16,0,IRRI,0.53,0.34,0.41
12:40,17,0,IRRI,0.51,0.35,0.38
12:41,18,0,IRRI,0.51,0.36,0.40
12:42,19,0,IRRI,0.52,0.34,0.37
12:43,20,0,IRRI,0.55,0.41,0.42
12:44,21,0,IRRI,0.50,0.36,0.39
12:45,22,0,IRRI,0.52,0.36,0.45
12:46,23,0,IRRI,0.50,0.34,0.39
12:47,24,0,IRRI,0.54,0.39,0.44
12:48,25,0,IRRI,0.51,0.40,0.41
12:49,26,0,IRRI,0.52,0.35,0.40
12:50,27,0,IRRI,0.52,0.35,0.39
12:51,28,0,IRRI,0.50,0.34,0.39
12:52,29,0,IRRI,0.56,0.39,0.44
12:53,30,0,IRRI,0.52,0.35,0.39
12:54,0,1,IDLE,0.54,0.38,0.41
12:55,0,2,IDLE,0.51,0.35,0.39
12:56,0,3,IDLE,0.50,0.34,0.40
12:57,0,4,IDLE,0.50,0.35,0.39
12:58,0,5,IDLE,0.49,0.34,0.41
12:59,0,6,IDLE,0.51,0.35,0.39
13:00,0,7,IDLE,0.51,0.34,0.38
13:01,0,8,IDLE,0.50,0.32,0.37
13:02,0,9,IDLE,0.49,0.33,0.37
13:03,0,10,IDLE,0.56,0.40,0.45
13:04,0,11,IDLE,0.51,0.34,0.38
13:05,0,12,IDLE,0.51,0.34,0.38
13:06,0,13,IDLE,0.51,0.35,0.39
13:07,0,14,IDLE,0.56,0.40,0.42
13:08,0,15,IDLE,0.51,0.34,0.37
