#start_time: ../data/
#end_time: 2016-10-23-03-43
#purpose: collect data in dense soil
#command: python piSide.py -t 300 -s True -p ../data/ -m collect data in dense soil
#time,status,EC5_A0,EC5_A1,EC5_A2,
22:43,I 5
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 6
22:43,IRRI,0.47,0.83,1.00
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 1
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 2
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 3
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 4
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 5
22:43,In Skip mode: SKIP_NUM: 5,readCnt: 6
02:28,IDLE,0.46,0.80,0.86
02:29,IDLE,0.45,0.79,0.85
02:30,IDLE,0.45,0.82,0.88
02:31,IDLE,0.45,0.74,0.80
02:32,IDLE,0.50,0.82,0.87
02:33,IDLE,0.48,0.81,0.87
02:34,IDLE,0.46,0.72,0.76
02:35,IDLE,0.47,0.82,0.89
02:36,IDLE,0.45,0.80,0.87
02:37,IDLE,0.51,0.74,0.78
02:38,IDLE,0.45,0.76,0.82
02:39,IDLE,0.45,0.77,0.84
02:40,IDLE,0.45,0.73,0.78
02:41,IDLE,0.47,0.83,0.89
02:42,IDLE,0.45,0.74,0.79
02:43,IRRI,0.45,0.73,0.78
02:44,IRRI,0.46,0.78,0.86
02:45,IRRI,0.46,0.74,0.80
02:46,IRRI,0.45,0.74,0.79
02:47,IRRI,0.45,0.72,0.78
02:48,IRRI,0.45,0.75,0.81
02:49,IRRI,0.45,0.81,0.89
02:50,IRRI,0.48,0.81,0.88
02:51,IRRI,0.47,0.73,0.77
02:52,IRRI,0.44,0.78,0.85
02:53,IRRI,0.46,0.77,0.84
02:54,IRRI,0.46,0.75,0.83
02:55,IRRI,0.45,0.77,0.83
02:56,IRRI,0.45,0.76,0.82
02:57,IRRI,0.45,0.84,0.91
02:58,IRRI,0.48,0.81,0.87
02:59,IRRI,0.46,0.81,0.88
03:00,IRRI,0.46,0.75,0.82
03:01,IRRI,0.46,0.72,0.78
03:02,IRRI,0.47,0.78,0.85
03:03,IRRI,0.46,0.79,0.87
03:04,IRRI,0.47,0.77,0.84
03:05,IRRI,0.47,0.75,0.80
03:06,IRRI,0.46,0.78,0.84
03:07,IRRI,0.48,0.83,0.90
03:08,IRRI,0.45,0.75,0.80
03:09,IRRI,0.46,0.76,0.82
03:10,IRRI,0.46,0.78,0.84
03:11,IRRI,0.45,0.74,0.79
03:12,IRRI,0.45,0.80,0.85
03:13,IDLE,0.46,0.83,0.90
03:14,IDLE,0.46,0.78,0.84
03:15,IDLE,0.44,0.74,0.79
03:16,IDLE,0.48,0.76,0.82
03:17,IDLE,0.44,0.73,0.78
03:18,IDLE,0.44,0.73,0.78
03:19,IDLE,0.46,0.74,0.79
03:20,IDLE,0.45,0.73,0.78
03:21,IDLE,0.46,0.75,0.80
03:22,IDLE,0.45,0.82,0.89
03:23,IDLE,0.44,0.83,0.90
03:24,IDLE,0.45,0.83,0.88
03:25,IDLE,0.46,0.79,0.87
03:26,IDLE,0.47,0.76,0.83
03:27,IDLE,0.44,0.81,0.86
03:28,IDLE,0.44,0.75,0.81
03:29,IDLE,0.45,0.76,0.81
03:30,IDLE,0.45,0.79,0.84
03:31,IDLE,0.45,0.78,0.84
03:32,IDLE,0.46,0.76,0.83
03:33,IDLE,0.45,0.79,0.85
03:34,IDLE,0.44,0.75,0.79
03:35,IDLE,0.46,0.78,0.86
03:36,IDLE,0.47,0.82,0.89
03:37,IDLE,0.45,0.75,0.82
03:38,IDLE,0.46,0.82,0.89
03:39,IDLE,0.48,0.80,0.88
03:40,IDLE,0.45,0.84,0.91
03:41,IDLE,0.46,0.74,0.79
03:42,IDLE,0.48,0.73,0.77
03:43,IRRI,0.45,0.80,0.85
